Agent,Partner,Game,Payoff
S#-Frank,S#-Silent,Chicken,0.823200
S#-Frank,S#-Silent,Chicken,0.823200
S#-Frank,S#-Silent,Chicken,0.823200
S#-Frank,S#-Silent,Chicken,0.752267
S#-Frank,S#-Silent,Chicken,0.762667
S#-Frank,S#-Silent,Chicken,0.769067
S#-Frank,S#-Silent,Chicken,0.823200
S#-Frank,S#-Silent,Chicken,0.691733
S#-Frank,S#-Silent,Chicken,0.745867
S#-Frank,S#-Silent,Chicken,0.744800
S#-Frank,S#-Silent,Chicken,0.644533
S#-Frank,S#-Silent,Chicken,0.681067
S#-Frank,S#-Silent,Chicken,0.823200
S#-Frank,S#-Silent,Chicken,0.769067
S#-Frank,S#-Silent,Chicken,0.520800
S#-Frank,S#-Silent,Chicken,0.697600
S#-Frank,S#-Silent,Chicken,0.765867
S#-Frank,S#-Silent,Chicken,0.823200
S#-Frank,S#-Silent,Chicken,0.749067
S#-Frank,S#-Silent,Chicken,0.664800
S#-Frank,S#-Silent,Chicken,0.823200
S#-Frank,S#-Silent,Chicken,0.758400
S#-Frank,S#-Silent,Chicken,0.823200
S#-Frank,S#-Silent,Chicken,0.775200
S#-Frank,S#-Silent,Chicken,0.591200
S#-Frank,S#-Silent,Chicken,0.739200
S#-Frank,S#-Silent,Chicken,0.742400
S#-Frank,S#-Silent,Chicken,0.681867
S#-Frank,S#-Silent,Chicken,0.823200
S#-Frank,EEE#-Silent,Chicken,0.976800
S#-Frank,EEE#-Silent,Chicken,0.850133
S#-Frank,EEE#-Silent,Chicken,0.996800
S#-Frank,EEE#-Silent,Chicken,0.830133
S#-Frank,EEE#-Silent,Chicken,0.778933
S#-Frank,EEE#-Silent,Chicken,0.836800
S#-Frank,EEE#-Silent,Chicken,0.694667
S#-Frank,EEE#-Silent,Chicken,0.936800
S#-Frank,EEE#-Silent,Chicken,0.812800
S#-Frank,EEE#-Silent,Chicken,0.956800
S#-Frank,EEE#-Silent,Chicken,0.996800
S#-Frank,EEE#-Silent,Chicken,0.835200
S#-Frank,EEE#-Silent,Chicken,0.996800
S#-Frank,EEE#-Silent,Chicken,0.665067
S#-Frank,EEE#-Silent,Chicken,0.682400
S#-Frank,EEE#-Silent,Chicken,0.796267
S#-Frank,EEE#-Silent,Chicken,0.953600
S#-Frank,EEE#-Silent,Chicken,0.916800
S#-Frank,EEE#-Silent,Chicken,0.887200
S#-Frank,EEE#-Silent,Chicken,0.996800
S#-Frank,EEE#-Silent,Chicken,0.996800
S#-Frank,EEE#-Silent,Chicken,0.936800
S#-Frank,EEE#-Silent,Chicken,0.996800
S#-Frank,EEE#-Silent,Chicken,0.976800
S#-Frank,EEE#-Silent,Chicken,0.872533
S#-Frank,EEE#-Silent,Chicken,0.799467
S#-Frank,EEE#-Silent,Chicken,0.738933
S#-Frank,EEE#-Silent,Chicken,0.976800
S#-Frank,EEE#-Silent,Chicken,0.956800
S#-Frank,EEE#-Silent,Chicken,0.822400
S#-Frank,EEE#-Silent,Chicken,0.799200
S#-Frank,EEE#-Silent,Chicken,0.772533
S#-Frank,EEE#-Silent,Chicken,0.996800
S#-Frank,EEE#-Silent,Chicken,0.886400
S#-Frank,EEE#-Silent,Chicken,0.804533
S#-Frank,EEE#-Silent,Chicken,0.772267
S#-Frank,EEE#-Silent,Chicken,0.817600
S#-Frank,EEE#-Silent,Chicken,0.996800
S#-Frank,EEE#-Silent,Chicken,0.816267
S#-Frank,EEE#-Silent,Chicken,0.877600
S#-Frank,EEE#-Silent,Chicken,0.720533
S#-Frank,EEE#-Silent,Chicken,0.916800
S#-Frank,EEE#-Silent,Chicken,0.799467
S#-Frank,EEE#-Silent,Chicken,0.900000
S#-Frank,EEE#-Silent,Chicken,0.821600
S#-Frank,EEE#-Silent,Chicken,0.765867
S#-Frank,EEE#-Silent,Chicken,0.821867
S#-Frank,EEE#-Silent,Chicken,0.641333
S#-Frank,EEE#-Silent,Chicken,0.996800
S#-Frank,EEE#-Silent,Chicken,0.936800
EEE#-Frank,S#-Frank,Chicken,0.333333
EEE#-Frank,S#-Frank,Chicken,0.326666
EEE#-Frank,S#-Frank,Chicken,0.522666
EEE#-Frank,S#-Frank,Chicken,0.818933
EEE#-Frank,S#-Frank,Chicken,0.293333
EEE#-Frank,S#-Frank,Chicken,0.333333
EEE#-Frank,S#-Frank,Chicken,0.569866
EEE#-Frank,S#-Frank,Chicken,0.580000
EEE#-Frank,S#-Frank,Chicken,0.553066
EEE#-Frank,S#-Frank,Chicken,0.772533
EEE#-Frank,S#-Frank,Chicken,0.762400
EEE#-Frank,S#-Frank,Chicken,0.816267
EEE#-Frank,S#-Frank,Chicken,0.816267
EEE#-Frank,S#-Frank,Chicken,0.326933
EEE#-Frank,S#-Frank,Chicken,0.498667
EEE#-Frank,S#-Frank,Chicken,0.566400
EEE#-Frank,S#-Frank,Chicken,0.818933
EEE#-Frank,S#-Frank,Chicken,0.333333
EEE#-Frank,S#-Frank,Chicken,0.333333
EEE#-Frank,S#-Frank,Chicken,0.613333
EEE#-Frank,S#-Frank,Chicken,0.545867
EEE#-Frank,S#-Frank,Chicken,0.802400
EEE#-Frank,S#-Frank,Chicken,0.340266
EEE#-Frank,S#-Frank,Chicken,0.326666
EEE#-Frank,S#-Frank,Chicken,0.488000
EEE#-Frank,S#-Frank,Chicken,0.818933
EEE#-Frank,S#-Frank,Chicken,0.485333
EEE#-Frank,S#-Frank,Chicken,0.323466
EEE#-Frank,S#-Frank,Chicken,0.765867
EEE#-Frank,S#-Frank,Chicken,0.306666
EEE#-Frank,S#-Frank,Chicken,0.698133
EEE#-Frank,S#-Frank,Chicken,0.549333
EEE#-Frank,S#-Frank,Chicken,0.553066
EEE#-Frank,S#-Frank,Chicken,0.678133
EEE#-Frank,S#-Frank,Chicken,0.421600
EEE#-Frank,S#-Frank,Chicken,0.825867
EEE#-Frank,S#-Frank,Chicken,0.799200
EEE#-Frank,S#-Frank,Chicken,0.851467
EEE#-Frank,S#-Frank,Chicken,0.549333
EEE#-Frank,S#-Frank,Chicken,0.749067
EEE#-Frank,S#-Frank,Chicken,0.579733
EEE#-Frank,S#-Frank,Chicken,0.779467
EEE#-Frank,S#-Frank,Chicken,0.599733
EEE#-Frank,S#-Frank,Chicken,0.553066
EEE#-Frank,S#-Frank,Chicken,0.313600
EEE#-Frank,S#-Frank,Chicken,0.333600
EEE#-Frank,S#-Frank,Chicken,0.553067
EEE#-Frank,S#-Frank,Chicken,0.741600
EEE#-Frank,S#-Frank,Chicken,0.559733
EEE#-Frank,S#-Frank,Chicken,0.799200
EEE#-Frank,EEE#-Frank,Chicken,0.762133
EEE#-Frank,EEE#-Frank,Chicken,0.856000
EEE#-Frank,EEE#-Frank,Chicken,0.800800
EEE#-Frank,EEE#-Frank,Chicken,0.596267
EEE#-Frank,EEE#-Frank,Chicken,0.508800
EEE#-Frank,EEE#-Frank,Chicken,0.562933
EEE#-Frank,EEE#-Frank,Chicken,0.346933
EEE#-Frank,EEE#-Frank,Chicken,0.688000
EEE#-Frank,EEE#-Frank,Chicken,0.871733
EEE#-Frank,EEE#-Frank,Chicken,0.877600
EEE#-Frank,EEE#-Frank,Chicken,0.373866
EEE#-Frank,EEE#-Frank,Chicken,0.552800
EEE#-Frank,EEE#-Frank,Chicken,0.670400
EEE#-Frank,EEE#-Frank,Chicken,0.387733
EEE#-Frank,EEE#-Frank,Chicken,0.759200
EEE#-Frank,EEE#-Frank,Chicken,0.773600
EEE#-Frank,EEE#-Frank,Chicken,0.925600
EEE#-Frank,EEE#-Frank,Chicken,0.904000
EEE#-Frank,EEE#-Frank,Chicken,0.822400
EEE#-Frank,EEE#-Frank,Chicken,0.805600
EEE#-Frank,EEE#-Frank,Chicken,0.851200
EEE#-Frank,EEE#-Frank,Chicken,0.576267
EEE#-Frank,EEE#-Frank,Chicken,0.592800
EEE#-Frank,EEE#-Frank,Chicken,0.603467
EEE#-Frank,EEE#-Frank,Chicken,0.651200
EEE#-Frank,EEE#-Frank,Chicken,0.768000
EEE#-Frank,EEE#-Frank,Chicken,0.454933
EEE#-Frank,EEE#-Frank,Chicken,0.748533
EEE#-Frank,EEE#-Frank,Chicken,0.787200
EEE#-Frank,EEE#-Frank,Chicken,0.370133
EEE#-Frank,EEE#-Frank,Chicken,0.563200
EEE#-Frank,EEE#-Frank,Chicken,0.798667
EEE#-Frank,EEE#-Frank,Chicken,0.870667
EEE#-Frank,EEE#-Frank,Chicken,0.474933
EEE#-Frank,EEE#-Frank,Chicken,1.000000
EEE#-Frank,EEE#-Frank,Chicken,0.364000
EEE#-Frank,EEE#-Frank,Chicken,0.407466
EEE#-Frank,EEE#-Frank,Chicken,0.825067
EEE#-Frank,EEE#-Frank,Chicken,0.357066
EEE#-Frank,EEE#-Frank,Chicken,0.650133
EEE#-Frank,EEE#-Frank,Chicken,0.542667
EEE#-Frank,EEE#-Frank,Chicken,0.373866
EEE#-Frank,EEE#-Frank,Chicken,0.501333
EEE#-Frank,EEE#-Frank,Chicken,0.867467
EEE#-Frank,EEE#-Frank,Chicken,0.697867
EEE#-Frank,EEE#-Frank,Chicken,0.660000
EEE#-Frank,EEE#-Frank,Chicken,0.829333
EEE#-Frank,EEE#-Frank,Chicken,0.663467
EEE#-Frank,EEE#-Frank,Chicken,0.846667
EEE#-Frank,EEE#-Frank,Chicken,0.562667
EEE#-Frank,S#-Silent,Chicken,0.600000
EEE#-Frank,S#-Silent,Chicken,0.733333
EEE#-Frank,S#-Silent,Chicken,0.584800
EEE#-Frank,S#-Silent,Chicken,0.333333
EEE#-Frank,S#-Silent,Chicken,0.776000
EEE#-Frank,S#-Silent,Chicken,0.704267
EEE#-Frank,S#-Silent,Chicken,0.515467
EEE#-Frank,S#-Silent,Chicken,0.387200
EEE#-Frank,S#-Silent,Chicken,0.491467
EEE#-Frank,S#-Silent,Chicken,0.522667
EEE#-Frank,S#-Silent,Chicken,0.660533
EEE#-Frank,S#-Silent,Chicken,0.323466
EEE#-Frank,S#-Silent,Chicken,0.599200
EEE#-Frank,S#-Silent,Chicken,0.617067
EEE#-Frank,S#-Silent,Chicken,0.353600
EEE#-Frank,S#-Silent,Chicken,0.573066
EEE#-Frank,S#-Silent,Chicken,0.738133
EEE#-Frank,S#-Silent,Chicken,0.273333
EEE#-Frank,S#-Silent,Chicken,0.564267
EEE#-Frank,S#-Silent,Chicken,0.330133
EEE#-Frank,S#-Silent,Chicken,0.316800
EEE#-Frank,S#-Silent,Chicken,0.333333
EEE#-Frank,S#-Silent,Chicken,0.371200
EEE#-Frank,S#-Silent,Chicken,0.306666
EEE#-Frank,S#-Silent,Chicken,0.535733
EEE#-Frank,S#-Silent,Chicken,0.346933
EEE#-Frank,S#-Silent,Chicken,0.343466
EEE#-Frank,S#-Silent,Chicken,0.576533
EEE#-Frank,S#-Silent,Chicken,0.546133
EEE#-Frank,S#-Silent,Chicken,0.546133
EEE#-Frank,S#-Silent,Chicken,0.559467
EEE#-Frank,S#-Silent,Chicken,0.316800
EEE#-Frank,S#-Silent,Chicken,0.516000
EEE#-Frank,S#-Silent,Chicken,0.576267
EEE#-Frank,S#-Silent,Chicken,0.326666
EEE#-Frank,S#-Silent,Chicken,0.583200
EEE#-Frank,S#-Silent,Chicken,0.333333
EEE#-Frank,S#-Silent,Chicken,0.537867
EEE#-Frank,S#-Silent,Chicken,0.343466
EEE#-Frank,S#-Silent,Chicken,0.333600
EEE#-Frank,S#-Silent,Chicken,0.809333
EEE#-Frank,S#-Silent,Chicken,0.313333
EEE#-Frank,S#-Silent,Chicken,0.542933
EEE#-Frank,S#-Silent,Chicken,0.326933
EEE#-Frank,S#-Silent,Chicken,0.353600
EEE#-Frank,S#-Silent,Chicken,0.354133
EEE#-Frank,S#-Silent,Chicken,0.313600
EEE#-Frank,S#-Silent,Chicken,0.774933
EEE#-Frank,S#-Silent,Chicken,0.380533
EEE#-Frank,S#-Silent,Chicken,0.343466
EEE#-Frank,EEE#-Silent,Chicken,0.364266
EEE#-Frank,EEE#-Silent,Chicken,0.802400
EEE#-Frank,EEE#-Silent,Chicken,0.776267
EEE#-Frank,EEE#-Silent,Chicken,0.647733
EEE#-Frank,EEE#-Silent,Chicken,0.596800
EEE#-Frank,EEE#-Silent,Chicken,0.343733
EEE#-Frank,EEE#-Silent,Chicken,0.495733
EEE#-Frank,EEE#-Silent,Chicken,0.340533
EEE#-Frank,EEE#-Silent,Chicken,0.360533
EEE#-Frank,EEE#-Silent,Chicken,0.832267
EEE#-Frank,EEE#-Silent,Chicken,0.734667
EEE#-Frank,EEE#-Silent,Chicken,0.565600
EEE#-Frank,EEE#-Silent,Chicken,0.337066
EEE#-Frank,EEE#-Silent,Chicken,0.461866
EEE#-Frank,EEE#-Silent,Chicken,0.831467
EEE#-Frank,EEE#-Silent,Chicken,0.920000
EEE#-Frank,EEE#-Silent,Chicken,0.306933
EEE#-Frank,EEE#-Silent,Chicken,0.778933
EEE#-Frank,EEE#-Silent,Chicken,0.404266
EEE#-Frank,EEE#-Silent,Chicken,0.596800
EEE#-Frank,EEE#-Silent,Chicken,0.739200
EEE#-Frank,EEE#-Silent,Chicken,0.693867
EEE#-Frank,EEE#-Silent,Chicken,0.454933
EEE#-Frank,EEE#-Silent,Chicken,0.612000
EEE#-Frank,EEE#-Silent,Chicken,0.833067
EEE#-Frank,EEE#-Silent,Chicken,0.744800
EEE#-Frank,EEE#-Silent,Chicken,0.596267
EEE#-Frank,EEE#-Silent,Chicken,0.364000
EEE#-Frank,EEE#-Silent,Chicken,0.606667
EEE#-Frank,EEE#-Silent,Chicken,0.701067
EEE#-Frank,EEE#-Silent,Chicken,0.620267
EEE#-Frank,EEE#-Silent,Chicken,0.960000
EEE#-Frank,EEE#-Silent,Chicken,0.529600
EEE#-Frank,EEE#-Silent,Chicken,0.455200
EEE#-Frank,EEE#-Silent,Chicken,0.750133
EEE#-Frank,EEE#-Silent,Chicken,0.812800
EEE#-Frank,EEE#-Silent,Chicken,0.394133
EEE#-Frank,EEE#-Silent,Chicken,0.795467
EEE#-Frank,EEE#-Silent,Chicken,0.670400
EEE#-Frank,EEE#-Silent,Chicken,0.668267
EEE#-Frank,EEE#-Silent,Chicken,0.875200
EEE#-Frank,EEE#-Silent,Chicken,0.748533
EEE#-Frank,EEE#-Silent,Chicken,0.586667
EEE#-Frank,EEE#-Silent,Chicken,0.607200
EEE#-Frank,EEE#-Silent,Chicken,0.722400
EEE#-Frank,EEE#-Silent,Chicken,0.586666
EEE#-Frank,EEE#-Silent,Chicken,0.353600
EEE#-Frank,EEE#-Silent,Chicken,0.438133
EEE#-Frank,EEE#-Silent,Chicken,0.615467
EEE#-Frank,EEE#-Silent,Chicken,0.606933
S#-Frank,S#-Frank,Endless,0.953400
S#-Frank,S#-Frank,Endless,0.853400
S#-Frank,S#-Frank,Endless,0.953400
S#-Frank,S#-Frank,Endless,0.953200
S#-Frank,S#-Frank,Endless,0.980000
S#-Frank,S#-Frank,Endless,0.973400
S#-Frank,S#-Frank,Endless,0.953200
S#-Frank,S#-Frank,Endless,0.853400
S#-Frank,S#-Frank,Endless,0.993400
S#-Frank,S#-Frank,Endless,0.980000
S#-Frank,S#-Frank,Endless,0.980000
S#-Frank,S#-Frank,Endless,0.953200
S#-Frank,S#-Frank,Endless,0.953400
S#-Frank,S#-Frank,Endless,0.980000
S#-Frank,S#-Frank,Endless,0.953400
S#-Frank,S#-Frank,Endless,0.793200
S#-Frank,S#-Frank,Endless,0.980000
S#-Frank,S#-Frank,Endless,0.853400
S#-Frank,S#-Frank,Endless,0.953200
S#-Frank,S#-Frank,Endless,0.953400
S#-Frank,S#-Frank,Endless,0.953400
S#-Frank,S#-Frank,Endless,0.973400
S#-Frank,S#-Frank,Endless,0.993400
S#-Frank,S#-Frank,Endless,0.953200
S#-Frank,S#-Frank,Endless,0.973400
S#-Frank,S#-Frank,Endless,0.953400
S#-Frank,S#-Frank,Endless,0.953200
S#-Frank,S#-Frank,Endless,0.953200
S#-Frank,S#-Frank,Endless,0.953200
S#-Frank,S#-Frank,Endless,0.953200
S#-Frank,S#-Frank,Endless,0.953200
S#-Frank,S#-Frank,Endless,0.953400
S#-Frank,S#-Frank,Endless,0.993400
S#-Frank,S#-Frank,Endless,0.953200
S#-Frank,S#-Frank,Endless,0.953200
S#-Frank,S#-Frank,Endless,0.853400
S#-Frank,S#-Frank,Endless,0.953200
S#-Frank,S#-Frank,Endless,0.953200
S#-Frank,S#-Frank,Endless,0.853400
S#-Frank,S#-Frank,Endless,0.953200
S#-Frank,S#-Frank,Endless,0.793200
S#-Frank,S#-Frank,Endless,0.953200
S#-Frank,S#-Frank,Endless,0.853400
S#-Frank,S#-Frank,Endless,0.973400
S#-Frank,S#-Frank,Endless,0.993400
S#-Frank,S#-Frank,Endless,0.953200
S#-Frank,S#-Frank,Endless,0.953200
S#-Frank,S#-Frank,Endless,0.953200
S#-Frank,S#-Frank,Endless,0.980000
S#-Frank,S#-Frank,Endless,0.980000
S#-Frank,EEE#-Frank,Endless,0.820200
S#-Frank,EEE#-Frank,Endless,0.940200
S#-Frank,EEE#-Frank,Endless,0.933600
S#-Frank,EEE#-Frank,Endless,0.973200
S#-Frank,EEE#-Frank,Endless,0.727000
S#-Frank,EEE#-Frank,Endless,1.000000
S#-Frank,EEE#-Frank,Endless,0.900400
S#-Frank,EEE#-Frank,Endless,0.847000
S#-Frank,EEE#-Frank,Endless,0.933200
S#-Frank,EEE#-Frank,Endless,0.993400
S#-Frank,EEE#-Frank,Endless,0.793200
S#-Frank,EEE#-Frank,Endless,0.933200
S#-Frank,EEE#-Frank,Endless,0.847000
S#-Frank,EEE#-Frank,Endless,1.000000
S#-Frank,EEE#-Frank,Endless,0.926600
S#-Frank,EEE#-Frank,Endless,0.919800
S#-Frank,EEE#-Frank,Endless,0.933200
S#-Frank,EEE#-Frank,Endless,0.953200
S#-Frank,EEE#-Frank,Endless,1.000000
S#-Frank,EEE#-Frank,Endless,0.859800
S#-Frank,EEE#-Frank,Endless,1.000000
S#-Frank,EEE#-Frank,Endless,0.880200
S#-Frank,EEE#-Frank,Endless,0.966800
S#-Frank,EEE#-Frank,Endless,0.793800
S#-Frank,EEE#-Frank,Endless,0.880000
S#-Frank,EEE#-Frank,Endless,0.887000
S#-Frank,EEE#-Frank,Endless,0.913600
S#-Frank,EEE#-Frank,Endless,0.940000
S#-Frank,EEE#-Frank,Endless,0.966600
S#-Frank,EEE#-Frank,Endless,0.953400
S#-Frank,EEE#-Frank,Endless,0.960200
S#-Frank,EEE#-Frank,Endless,0.900200
S#-Frank,EEE#-Frank,Endless,0.933400
S#-Frank,EEE#-Frank,Endless,0.966600
S#-Frank,EEE#-Frank,Endless,1.000000
S#-Frank,EEE#-Frank,Endless,0.973400
S#-Frank,EEE#-Frank,Endless,0.714000
S#-Frank,EEE#-Frank,Endless,0.940000
S#-Frank,EEE#-Frank,Endless,1.000000
S#-Frank,EEE#-Frank,Endless,0.880000
S#-Frank,EEE#-Frank,Endless,0.953200
S#-Frank,EEE#-Frank,Endless,0.919800
S#-Frank,EEE#-Frank,Endless,0.813800
S#-Frank,EEE#-Frank,Endless,1.000000
S#-Frank,EEE#-Frank,Endless,0.940000
S#-Frank,EEE#-Frank,Endless,0.933200
S#-Frank,EEE#-Frank,Endless,1.000000
S#-Frank,EEE#-Frank,Endless,0.966800
S#-Frank,EEE#-Frank,Endless,0.933400
S#-Frank,EEE#-Frank,Endless,0.960200
S#-Frank,S#-Silent,Endless,0.993400
S#-Frank,S#-Silent,Endless,0.980000
S#-Frank,S#-Silent,Endless,0.793200
S#-Frank,S#-Silent,Endless,0.993400
S#-Frank,S#-Silent,Endless,0.993400
S#-Frank,S#-Silent,Endless,0.993400
S#-Frank,S#-Silent,Endless,0.980000
S#-Frank,S#-Silent,Endless,0.953200
S#-Frank,S#-Silent,Endless,0.853400
S#-Frank,S#-Silent,Endless,0.953200
S#-Frank,S#-Silent,Endless,0.953200
S#-Frank,S#-Silent,Endless,0.953200
S#-Frank,S#-Silent,Endless,0.953200
S#-Frank,S#-Silent,Endless,0.993400
S#-Frank,S#-Silent,Endless,0.953400
S#-Frank,S#-Silent,Endless,0.993400
S#-Frank,S#-Silent,Endless,0.793200
S#-Frank,S#-Silent,Endless,0.953400
S#-Frank,S#-Silent,Endless,0.953200
S#-Frank,S#-Silent,Endless,0.793200
S#-Frank,S#-Silent,Endless,0.853400
S#-Frank,S#-Silent,Endless,0.953400
S#-Frank,S#-Silent,Endless,0.973400
S#-Frank,S#-Silent,Endless,0.993400
S#-Frank,S#-Silent,Endless,0.993400
S#-Frank,S#-Silent,Endless,0.993400
S#-Frank,S#-Silent,Endless,0.993400
S#-Frank,S#-Silent,Endless,0.953200
S#-Frank,S#-Silent,Endless,0.953400
S#-Frank,S#-Silent,Endless,0.993400
S#-Frank,S#-Silent,Endless,0.973400
S#-Frank,S#-Silent,Endless,0.953400
S#-Frank,S#-Silent,Endless,0.953400
S#-Frank,S#-Silent,Endless,0.993400
S#-Frank,S#-Silent,Endless,0.980000
S#-Frank,S#-Silent,Endless,0.980000
S#-Frank,S#-Silent,Endless,0.793200
S#-Frank,S#-Silent,Endless,0.973400
S#-Frank,S#-Silent,Endless,0.973400
S#-Frank,S#-Silent,Endless,0.993400
S#-Frank,S#-Silent,Endless,0.793200
S#-Frank,S#-Silent,Endless,0.973400
S#-Frank,S#-Silent,Endless,0.953200
S#-Frank,S#-Silent,Endless,0.980000
S#-Frank,S#-Silent,Endless,0.980000
S#-Frank,S#-Silent,Endless,0.853400
S#-Frank,S#-Silent,Endless,0.953200
S#-Frank,S#-Silent,Endless,0.953200
S#-Frank,S#-Silent,Endless,0.973400
S#-Frank,S#-Silent,Endless,0.953400
S#-Frank,EEE#-Silent,Endless,0.759800
S#-Frank,EEE#-Silent,Endless,0.933400
S#-Frank,EEE#-Silent,Endless,0.993400
S#-Frank,EEE#-Silent,Endless,0.973400
S#-Frank,EEE#-Silent,Endless,0.953200
S#-Frank,EEE#-Silent,Endless,1.000000
S#-Frank,EEE#-Silent,Endless,0.840000
S#-Frank,EEE#-Silent,Endless,0.913200
S#-Frank,EEE#-Silent,Endless,0.853400
S#-Frank,EEE#-Silent,Endless,0.886800
S#-Frank,EEE#-Silent,Endless,0.946800
S#-Frank,EEE#-Silent,Endless,0.859800
S#-Frank,EEE#-Silent,Endless,0.766600
S#-Frank,EEE#-Silent,Endless,0.966600
S#-Frank,EEE#-Silent,Endless,0.793200
S#-Frank,EEE#-Silent,Endless,0.993400
S#-Frank,EEE#-Silent,Endless,0.966600
S#-Frank,EEE#-Silent,Endless,0.940000
S#-Frank,EEE#-Silent,Endless,1.000000
S#-Frank,EEE#-Silent,Endless,0.853800
S#-Frank,EEE#-Silent,Endless,0.906800
S#-Frank,EEE#-Silent,Endless,0.933400
S#-Frank,EEE#-Silent,Endless,0.973400
S#-Frank,EEE#-Silent,Endless,1.000000
S#-Frank,EEE#-Silent,Endless,0.940000
S#-Frank,EEE#-Silent,Endless,0.787000
S#-Frank,EEE#-Silent,Endless,0.960000
S#-Frank,EEE#-Silent,Endless,0.926800
S#-Frank,EEE#-Silent,Endless,0.966800
S#-Frank,EEE#-Silent,Endless,0.853200
S#-Frank,EEE#-Silent,Endless,0.726400
S#-Frank,EEE#-Silent,Endless,0.960000
S#-Frank,EEE#-Silent,Endless,0.920000
S#-Frank,EEE#-Silent,Endless,1.000000
S#-Frank,EEE#-Silent,Endless,0.913400
S#-Frank,EEE#-Silent,Endless,0.887000
S#-Frank,EEE#-Silent,Endless,0.853200
S#-Frank,EEE#-Silent,Endless,0.767000
S#-Frank,EEE#-Silent,Endless,0.960000
S#-Frank,EEE#-Silent,Endless,0.866800
S#-Frank,EEE#-Silent,Endless,0.920000
S#-Frank,EEE#-Silent,Endless,0.600400
S#-Frank,EEE#-Silent,Endless,0.953400
S#-Frank,EEE#-Silent,Endless,0.993400
S#-Frank,EEE#-Silent,Endless,0.913200
S#-Frank,EEE#-Silent,Endless,1.000000
S#-Frank,EEE#-Silent,Endless,0.906600
S#-Frank,EEE#-Silent,Endless,0.953400
S#-Frank,EEE#-Silent,Endless,0.826600
S#-Frank,EEE#-Silent,Endless,0.820000
EEE#-Frank,S#-Frank,Endless,0.793000
EEE#-Frank,S#-Frank,Endless,0.300000
EEE#-Frank,S#-Frank,Endless,0.679600
EEE#-Frank,S#-Frank,Endless,0.793200
EEE#-Frank,S#-Frank,Endless,0.726800
EEE#-Frank,S#-Frank,Endless,0.392600
EEE#-Frank,S#-Frank,Endless,0.933200
EEE#-Frank,S#-Frank,Endless,0.499400
EEE#-Frank,S#-Frank,Endless,0.786400
EEE#-Frank,S#-Frank,Endless,0.373200
EEE#-Frank,S#-Frank,Endless,0.466000
EEE#-Frank,S#-Frank,Endless,0.966800
EEE#-Frank,S#-Frank,Endless,0.333000
EEE#-Frank,S#-Frank,Endless,0.506000
EEE#-Frank,S#-Frank,Endless,0.446800
EEE#-Frank,S#-Frank,Endless,0.933200
EEE#-Frank,S#-Frank,Endless,0.739600
EEE#-Frank,S#-Frank,Endless,0.899800
EEE#-Frank,S#-Frank,Endless,0.793200
EEE#-Frank,S#-Frank,Endless,0.879800
EEE#-Frank,S#-Frank,Endless,0.986800
EEE#-Frank,S#-Frank,Endless,0.973400
EEE#-Frank,S#-Frank,Endless,0.686200
EEE#-Frank,S#-Frank,Endless,0.252200
EEE#-Frank,S#-Frank,Endless,0.986800
EEE#-Frank,S#-Frank,Endless,0.960000
EEE#-Frank,S#-Frank,Endless,0.632800
EEE#-Frank,S#-Frank,Endless,0.439800
EEE#-Frank,S#-Frank,Endless,0.339400
EEE#-Frank,S#-Frank,Endless,0.773200
EEE#-Frank,S#-Frank,Endless,0.513400
EEE#-Frank,S#-Frank,Endless,0.773200
EEE#-Frank,S#-Frank,Endless,0.319600
EEE#-Frank,S#-Frank,Endless,0.886800
EEE#-Frank,S#-Frank,Endless,0.940000
EEE#-Frank,S#-Frank,Endless,0.552800
EEE#-Frank,S#-Frank,Endless,0.446400
EEE#-Frank,S#-Frank,Endless,0.739600
EEE#-Frank,S#-Frank,Endless,0.953200
EEE#-Frank,S#-Frank,Endless,0.393000
EEE#-Frank,S#-Frank,Endless,0.366400
EEE#-Frank,S#-Frank,Endless,0.986800
EEE#-Frank,S#-Frank,Endless,0.446200
EEE#-Frank,S#-Frank,Endless,0.393000
EEE#-Frank,S#-Frank,Endless,0.386400
EEE#-Frank,S#-Frank,Endless,0.953200
EEE#-Frank,S#-Frank,Endless,0.966600
EEE#-Frank,S#-Frank,Endless,0.926600
EEE#-Frank,S#-Frank,Endless,0.926600
EEE#-Frank,S#-Frank,Endless,0.920000
EEE#-Frank,EEE#-Frank,Endless,0.647000
EEE#-Frank,EEE#-Frank,Endless,0.493200
EEE#-Frank,EEE#-Frank,Endless,0.560000
EEE#-Frank,EEE#-Frank,Endless,0.886800
EEE#-Frank,EEE#-Frank,Endless,0.506800
EEE#-Frank,EEE#-Frank,Endless,0.880200
EEE#-Frank,EEE#-Frank,Endless,0.913200
EEE#-Frank,EEE#-Frank,Endless,0.626600
EEE#-Frank,EEE#-Frank,Endless,0.966800
EEE#-Frank,EEE#-Frank,Endless,0.246600
EEE#-Frank,EEE#-Frank,Endless,1.000000
EEE#-Frank,EEE#-Frank,Endless,0.700200
EEE#-Frank,EEE#-Frank,Endless,0.586800
EEE#-Frank,EEE#-Frank,Endless,0.880200
EEE#-Frank,EEE#-Frank,Endless,0.866800
EEE#-Frank,EEE#-Frank,Endless,1.000000
EEE#-Frank,EEE#-Frank,Endless,0.973400
EEE#-Frank,EEE#-Frank,Endless,0.813400
EEE#-Frank,EEE#-Frank,Endless,0.693400
